ID,Temperature,Humidity,MQ7_analog,MQ9_analog,MG811_analog,MQ135_analog,device_name,CO2
ID_000742,32.43,60.23,3263.0,1490.0,2745.0,1516.0,alpha,633.0
ID_000743,31.945,63.14,3606.0,1521.0,3173.0,1432.5,alpha,604.0
ID_000744,31.85,58.98,3254.5,1714.0,4959.5,2847.5,alpha,633.0
ID_000745,32.485,59.86,3374.5,1218.5,2553.5,1737.0,alpha,607.5
ID_000746,32.42,59.07,3546.0,1382.5,2589.5,1686.5,alpha,632.0
ID_000747,31.37,67.05000000000001,2442.0,3469.5,1692.0,2080.0,alpha,585.4166666666666
ID_000748,32.474999999999994,60.2,3480.5,1372.5,2675.0,1610.5,alpha,632.5
ID_000749,31.77,57.955,3011.5,1767.5,4764.0,2509.5,alpha,639.0
ID_000750,31.91,63.44,3560.0,1524.0,3173.0,1480.0,alpha,609.0
ID_000751,32.22,60.17,3447.333333333333,1372.6666666666667,2617.0,1678.3333333333333,alpha,630.0
ID_000752,31.285,67.075,2434.0,3469.5,1693.5,2065.5,alpha,584.4166666666666
ID_000753,28.54,75.0,4870.0,2540.0,6260.0,2611.0,alpha,607.0
ID_000754,32.565,59.055,3202.5,1615.5,4450.5,2645.5,alpha,626.5
ID_000755,32.885000000000005,57.63,2686.0,1497.0,4137.5,2674.0,alpha,596.0
ID_000756,31.8,58.7,2841.0,1609.0,4377.0,2673.0,alpha,625.5
ID_000757,31.8,61.665,3271.0,1128.5,5609.0,1211.5,alpha,613.0
ID_000758,31.86,66.985,4259.5,2773.0,4592.5,2925.5,alpha,610.5
ID_000759,31.855,66.745,5082.5,3032.5,4852.5,2913.5,alpha,604.0
ID_000760,31.79,61.93,4407.5,1216.5,6638.5,1243.0,alpha,618.0
ID_000761,31.625,59.2,2817.5,1578.0,4305.0,2719.5,alpha,638.5
ID_000762,32.19,60.715,2741.5,1505.5,4163.0,2653.5,alpha,599.5
ID_000763,33.754999999999995,52.31,3702.5,1648.5,4239.5,2690.0,alpha,597.5
ID_000764,30.18,66.57,8690.5,5147.0,6296.0,5167.5,alpha,595.25
ID_000765,33.754999999999995,52.305,3704.0,1649.0,4242.0,2685.0,alpha,597.5
ID_000766,32.855000000000004,59.32,3398.0,2146.0,6295.0,3319.0,alpha,609.5
ID_000767,31.695,66.205,3591.0,5038.0,1838.5,3026.5,alpha,586.5
ID_000768,32.805,57.88,3314.5,2115.0,5230.0,3316.5,alpha,598.0
ID_000769,31.72,57.465,2960.5,1726.5,4712.5,3092.5,alpha,640.5
ID_000770,32.73,58.13,3126.0,1770.0,4463.0,2614.0,alpha,628.5
ID_000771,31.845,66.815,4816.0,2945.0,4724.0,2904.0,alpha,606.0
ID_000772,32.879999999999995,57.715,3291.5,2085.0,5427.0,3286.0,alpha,601.0
ID_000773,32.355000000000004,60.635000000000005,2718.0,1501.0,4145.0,2655.5,alpha,601.5
ID_000774,30.025,72.02,2473.0,3544.0,1612.5,2092.5,alpha,583.4166666666666
ID_000775,31.925,61.37,2769.5,1513.0,4178.5,2681.0,alpha,602.5
ID_000776,31.9,66.72999999999999,4176.0,2782.0,4560.5,2972.0,alpha,620.0
ID_000777,33.379999999999995,55.02,3013.5,1278.0,4939.5,2423.5,alpha,598.5
ID_000778,31.825,67.56,3650.5,2773.5,6169.5,3015.5,alpha,596.5
ID_000779,32.50666666666667,59.76333333333333,3626.0,1392.3333333333333,2646.0,1684.0,alpha,639.5
ID_000780,31.925,66.81,4115.0,2719.0,4571.5,2939.5,alpha,623.0
ID_000781,31.84,61.545,3315.5,1133.5,5564.5,1213.5,alpha,628.5
ID_000782,30.385,68.115,2445.0,3475.0,1659.0,2072.5,alpha,584.4166666666666
ID_000783,31.83,58.54,3168.0,1668.0,4894.0,2634.0,alpha,631.5
ID_000784,32.965,58.025,3267.0,2054.0,5548.5,3292.5,alpha,613.0
ID_000785,31.825,67.08500000000001,4294.5,2809.0,4640.0,2900.0,alpha,613.5
ID_000786,31.91,66.875,4094.5,2718.5,4599.5,2933.5,alpha,617.0
ID_000787,30.205,66.55000000000001,8584.5,5111.5,6180.0,5143.5,alpha,609.25
ID_000788,32.475,60.155,3345.0,1465.5,2742.5,1518.5,alpha,627.0
ID_000789,32.76,58.58,3144.0,1789.0,4449.0,2636.0,alpha,630.5
ID_000790,33.82,53.650000000000006,2610.0,1666.0,4691.0,2666.0,alpha,597.0
ID_000791,27.99,76.035,4955.5,2557.0,6186.5,2580.0,alpha,606.0
ID_000792,33.785,53.925,3224.0,1664.0,4243.5,2680.0,alpha,596.5
ID_000793,28.45,74.03,4772.5,2592.5,6016.5,2620.5,alpha,601.0
ID_000794,31.75,67.17500000000001,3902.0,2831.5,4187.0,3062.5,alpha,646.0
ID_000795,32.105000000000004,61.445,3231.0,1571.0,2867.5,1464.5,alpha,606.5
ID_000796,31.895000000000003,63.32,3563.0,1500.0,3187.0,1481.0,alpha,608.0
ID_000797,31.84,66.7,4785.0,2942.5,4735.0,2918.0,alpha,605.0
ID_000798,31.69,67.62,3951.0,2806.0,4364.0,2894.0,alpha,611.0
ID_000799,30.735,68.32499999999999,2402.0,3471.5,1686.0,2052.5,alpha,585.5
ID_000800,31.74,67.27,3884.0,2809.0,4187.0,3031.0,alpha,638.5
ID_000801,32.870000000000005,57.86,3304.0,2113.5,5245.0,3301.5,alpha,604.0
ID_000802,32.53,60.025,2723.5,1500.5,4138.0,2668.5,alpha,596.5
ID_000803,31.596666666666668,67.92333333333333,3923.3333333333335,2823.6666666666665,4304.333333333333,2898.0,alpha,616.0
ID_000804,29.565,73.31,2536.5,3343.0,1380.5,2153.0,alpha,585.5
ID_000805,32.6,59.74,2739.5,1512.0,4166.0,2696.0,alpha,597.5
ID_000806,31.895,63.5,3677.0,1476.0,3169.5,1445.5,alpha,606.5
ID_000807,32.835,57.805,2683.0,1495.0,4133.5,2666.0,alpha,596.0
ID_000808,32.29,59.89,3449.0,1358.0,2620.0,1662.0,alpha,630.0
ID_000809,32.975,58.135,3248.5,2037.5,5709.0,3283.0,alpha,613.5
ID_000810,31.985,66.535,3780.0,2604.5,4139.0,2962.0,alpha,621.0
ID_000811,32.105000000000004,61.825,3279.0,1627.5,2962.0,1456.5,alpha,606.0
ID_000812,33.075,59.075,3380.5,2122.0,6074.0,3268.5,alpha,619.5
ID_000813,31.84,61.72,2774.0,1529.0,4205.0,2691.0,alpha,601.5
ID_000814,32.510000000000005,60.425,2725.5,1501.5,4150.5,2666.5,alpha,598.5
ID_000815,32.43,59.98,3343.5,1252.5,2571.0,1733.5,alpha,610.0
ID_000816,33.085,59.02,3365.5,2112.0,6105.5,3257.0,alpha,615.5
ID_000817,32.395,60.13,3213.5,1217.0,2550.5,1725.0,alpha,604.0
ID_000818,31.91,66.32,4183.0,2779.5,4560.5,2973.5,alpha,618.0
ID_000819,30.655,67.85,2404.5,3584.0,1706.0,2073.0,alpha,584.5833333333334
ID_000820,32.58,59.225,3188.5,1621.5,4416.0,2658.0,alpha,626.0
ID_000821,28.506666666666664,73.99333333333334,4853.333333333333,2660.0,5896.0,2639.333333333333,alpha,602.5
ID_000822,32.59,59.23,2713.0,1503.0,4152.0,2683.0,alpha,596.5
ID_000823,33.03,57.25,3391.5,2115.5,5127.0,3348.5,alpha,599.5
ID_000824,32.515,59.47,3487.5,1372.5,2647.0,1639.5,alpha,635.0
ID_000825,31.765,60.6,2797.0,1554.0,4226.5,2694.0,alpha,610.0
ID_000826,32.614999999999995,59.48,2722.0,1502.5,4160.5,2694.0,alpha,596.0
ID_000827,31.666666666666668,67.46,3929.3333333333335,2802.6666666666665,4327.0,2891.333333333333,alpha,613.0
ID_000828,31.81,66.87,4882.5,2966.5,4804.0,2906.0,alpha,614.0
ID_000829,30.055,66.785,9240.5,5407.5,6191.0,5247.5,alpha,592.3333333333334
ID_000830,32.70333333333334,57.92,2704.333333333333,1498.6666666666667,4153.666666666667,2674.333333333333,alpha,596.0
ID_000831,30.03,66.435,9242.0,5424.5,6115.5,5260.0,alpha,598.25
ID_000832,31.695,59.85,2814.0,1570.0,4259.0,2713.0,alpha,621.0
ID_000833,32.135000000000005,61.43,3245.0,1543.0,2893.5,1463.0,alpha,608.0
ID_000834,32.42,60.02,3251.0,1219.5,2554.5,1728.0,alpha,607.5
ID_000835,31.77,60.59333333333333,2793.6666666666665,1548.0,4225.333333333333,2693.0,alpha,609.0
ID_000836,33.245000000000005,55.275000000000006,2659.0,1491.0,4126.5,2683.5,alpha,609.0
ID_000837,30.795,66.49000000000001,2442.0,3455.5,1670.5,2084.5,alpha,585.9166666666666
ID_000838,31.82,66.865,4898.0,2970.0,4751.5,2893.0,alpha,612.0
ID_000839,32.42,60.315,3431.5,1368.0,2678.0,1601.0,alpha,633.5
ID_000840,32.345,59.375,3411.5,1394.5,2578.0,1699.5,alpha,615.0
ID_000841,31.84,58.49,3226.5,1697.0,4915.5,2890.0,alpha,630.5
ID_000842,33.395,54.22,2643.5,1500.0,4112.5,2688.5,alpha,598.0
ID_000843,31.795,67.61,3481.5,2699.0,6816.5,3067.0,alpha,625.0
ID_000844,31.83,61.57,2766.0,1522.0,4196.0,2677.0,alpha,604.5
ID_000845,31.700000000000003,61.925,3064.0,1112.5,5314.5,1215.0,alpha,621.0
ID_000846,31.82,66.89,5706.5,3795.0,5296.5,3119.5,alpha,599.0
ID_000847,31.865,67.17,4231.0,2777.5,4550.5,2959.0,alpha,617.5
ID_000848,33.41,55.305,3087.0,1305.5,4959.0,2412.5,alpha,601.0
ID_000849,31.84,67.28999999999999,3640.5,2792.0,6139.0,3004.0,alpha,598.0
ID_000850,32.56,59.225,3184.5,1621.0,4410.5,2658.0,alpha,626.5
ID_000851,32.22,60.63,2725.5,1499.5,4146.0,2657.5,alpha,604.0
ID_000852,32.33,59.97,3425.0,1379.0,2574.0,1719.0,alpha,617.5
ID_000853,32.675,58.99,3183.0,1676.0,4368.5,2641.0,alpha,633.5
ID_000854,31.96,61.73,2789.333333333333,1520.3333333333333,4191.0,2690.333333333333,alpha,605.0
ID_000855,30.09,66.775,9176.5,5375.5,6177.5,5294.5,alpha,603.8333333333334
ID_000856,32.415,59.885000000000005,3390.5,1245.5,2560.0,1726.5,alpha,609.5
ID_000857,32.21,60.870000000000005,3459.5,1508.5,2763.5,1507.5,alpha,612.5
ID_000858,31.655,62.010000000000005,3217.5,1119.0,5633.5,1204.0,alpha,618.0
ID_000859,31.89,66.76,5633.0,3669.0,5246.0,3046.0,alpha,609.5
ID_000860,31.54,67.83500000000001,3898.5,2820.5,4279.0,2896.0,alpha,615.5
ID_000861,31.64,58.15,2861.0,1669.0,4468.0,3577.0,alpha,658.5
ID_000862,31.82,66.94999999999999,4748.0,2920.5,4720.5,2907.0,alpha,622.5
ID_000863,32.55,59.74,2728.5,1509.0,4145.5,2672.5,alpha,596.5
ID_000864,31.770000000000003,61.620000000000005,2778.5,1528.5,4203.5,2692.5,alpha,602.0
ID_000865,27.99,75.29499999999999,5038.5,2568.5,6079.0,2576.0,alpha,604.0
ID_000866,31.71,67.27,3943.0,2797.0,4369.0,2885.0,alpha,610.0
ID_000867,32.165000000000006,60.875,3544.5,1440.0,2770.0,1499.0,alpha,610.0
ID_000868,32.19,60.72,2739.5,1507.0,4155.5,2657.5,alpha,600.5
ID_000869,31.80666666666667,67.45333333333333,3551.0,2726.0,6139.333333333333,3101.333333333333,alpha,612.5
ID_000870,31.98,66.12,5603.0,3226.0,4975.0,2948.0,alpha,609.5
ID_000871,31.71,58.475,2881.0,1739.0,4581.5,3457.0,alpha,634.0
ID_000872,33.09,56.48,2662.0,1489.0,4124.0,2687.0,alpha,597.0
ID_000873,32.22,60.56,2747.0,1507.0,4153.0,2669.0,alpha,602.0
ID_000874,30.04,72.73,2516.5,3575.5,1499.0,2087.0,alpha,582.6666666666666
ID_000875,29.62,73.99,2530.0,3413.0,1404.5,2149.0,alpha,585.25
ID_000876,31.94,66.63,4035.0,2838.0,4495.0,2910.0,alpha,612.0
ID_000877,32.53,59.605,3657.0,1373.0,2647.5,1647.5,alpha,632.0
ID_000878,32.955,58.01,3251.5,2039.5,5614.0,3284.0,alpha,617.5
ID_000879,31.75,58.87,2844.0,1611.0,4378.0,2673.0,alpha,627.5
ID_000880,31.785,60.72,2789.0,1544.5,4222.0,2691.0,alpha,608.5
ID_000881,33.36,53.745000000000005,3187.0,1501.5,3924.0,2691.5,alpha,599.5
ID_000882,31.89,61.58,3799.5,1178.0,5987.0,1212.5,alpha,646.5
ID_000883,32.86,59.42,3414.0,2164.0,6280.0,3342.0,alpha,607.5
ID_000884,32.27,63.6,3770.5,4798.5,1881.5,3114.0,alpha,585.9166666666666
ID_000885,32.975,59.34,3396.0,2134.5,6352.0,3272.0,alpha,624.0
ID_000886,33.125,56.0,2661.0,1491.5,4110.5,2682.5,alpha,599.5
ID_000887,33.805,53.655,2599.5,1659.5,4609.0,2664.0,alpha,600.0
ID_000888,32.695,58.735,3114.5,1862.5,4446.0,2646.5,alpha,636.5
ID_000889,31.815,61.865,3797.5,1174.5,5992.0,1205.5,alpha,655.5
ID_000890,31.785,67.32499999999999,4401.0,2880.5,4740.5,2904.5,alpha,603.5
ID_000891,31.68,61.88,2966.0,1099.0,5407.0,1202.0,alpha,618.0
ID_000892,28.435,75.2,4920.0,2488.5,6211.5,2593.0,alpha,602.0
ID_000893,31.025,67.30000000000001,3759.0,5496.0,1835.0,3105.5,alpha,588.9166666666666
ID_000894,30.215,66.605,8450.5,5083.0,6189.0,5139.0,alpha,617.0
ID_000895,33.67,53.34,3185.5,1654.0,4245.5,2692.5,alpha,597.5
ID_000896,27.77,75.20333333333333,4523.333333333333,2221.6666666666665,5203.0,3052.0,alpha,615.5
ID_000897,31.745,67.93,3789.5,2770.5,6120.5,3049.5,alpha,597.5
ID_000898,31.75,61.64,2777.0,1532.5,4207.0,2690.5,alpha,601.5
ID_000899,32.45,60.05,3225.0,1226.0,2561.0,1730.0,alpha,613.0
ID_000900,31.845,66.78,5701.5,3736.0,5297.0,3093.0,alpha,603.5
ID_000901,32.54,59.99,2739.0,1511.0,4155.0,2683.0,alpha,597.5
ID_000902,32.96,57.73,3280.0,2058.0,5390.0,3274.0,alpha,603.0
ID_000903,33.405,54.915000000000006,2650.0,1499.5,4123.0,2683.5,alpha,604.5
ID_000904,28.225,75.225,4819.0,2560.5,6202.0,2579.5,alpha,604.5
ID_000905,31.78,61.7,2994.5,1101.0,5575.0,1205.5,alpha,627.0
ID_000906,32.885000000000005,57.505,2685.0,1499.0,4134.0,2679.5,alpha,596.0
ID_000907,31.75,67.35,3902.0,2826.0,4197.0,3061.5,alpha,653.0
ID_000908,31.8,67.115,4607.5,2913.5,4795.5,2906.0,alpha,601.0
ID_000909,31.880000000000003,61.745000000000005,3426.0,1137.5,5855.5,1198.5,alpha,632.0
ID_000910,32.989999999999995,57.385000000000005,3393.0,2137.0,5115.5,3352.0,alpha,600.5
ID_000911,31.82,66.81,4968.5,2997.0,4792.5,2912.5,alpha,602.0
ID_000912,29.84,71.345,2456.5,3608.0,1626.0,2082.0,alpha,585.0833333333334
ID_000913,31.78,59.3,3304.0,1732.0,5011.0,2742.0,alpha,630.0
ID_000914,32.035,66.27,3996.0,2846.0,4480.5,2895.5,alpha,608.0
ID_000915,33.75,52.315,3706.5,1651.5,4241.5,2688.0,alpha,597.0
ID_000916,31.81,66.97,5723.5,3795.0,5296.0,3120.5,alpha,604.5
ID_000917,31.81,58.48,3066.5,1725.0,4840.5,2516.5,alpha,636.5
ID_000918,31.85,61.565,3492.5,1150.5,5907.0,1202.5,alpha,655.5
ID_000919,31.845,66.64,5541.5,3526.0,5399.5,3007.0,alpha,599.0
ID_000920,32.5,58.66,3570.5,1368.0,2603.0,1669.5,alpha,648.0
ID_000921,28.315,75.17,4919.0,2520.0,6275.5,2602.0,alpha,603.0
ID_000922,32.43,59.49,2817.0,1566.0,4677.0,2599.0,alpha,617.5
ID_000923,32.614999999999995,58.915,3188.0,1660.0,4376.5,2637.0,alpha,629.5
ID_000924,32.56,58.905,3280.0,1579.0,4526.5,2677.0,alpha,621.5
ID_000925,32.02,61.63,2766.0,1518.5,4178.5,2683.5,alpha,601.0
ID_000926,30.76,70.285,2413.5,3541.5,1692.5,2084.0,alpha,583.4166666666666
ID_000927,31.81,60.23,2789.0,1548.0,4233.0,2699.0,alpha,611.0
ID_000928,31.91,67.01,4066.5,2770.0,4557.5,2891.0,alpha,616.5
ID_000929,31.83,66.845,3967.5,2823.5,4400.5,2892.5,alpha,607.0
ID_000930,28.485,75.0,4861.0,2554.5,6162.0,2606.0,alpha,602.5
ID_000931,30.305,69.70500000000001,2645.0,3831.0,1406.5,2261.5,alpha,584.5833333333334
ID_000932,33.15333333333333,56.21333333333333,2656.0,1494.6666666666667,4119.333333333333,2686.6666666666665,alpha,601.0
ID_000933,30.715,68.14,4074.5,6090.0,1797.5,3334.5,alpha,589.1666666666666
ID_000934,31.765,58.02,3011.5,1750.5,4762.5,2545.5,alpha,640.0
ID_000935,30.12,75.58,2506.0,3542.0,1510.0,2085.0,alpha,584.3333333333334
ID_000936,31.975,61.67,2788.0,1521.0,4186.0,2687.0,alpha,605.5
ID_000937,31.86,66.83500000000001,5669.5,3718.5,5253.5,3072.0,alpha,616.5
ID_000938,31.91,67.025,4101.5,2716.0,4589.0,2935.0,alpha,617.0
ID_000939,32.765,58.125,3120.5,1733.5,4458.5,2619.0,alpha,628.5
ID_000940,30.125,66.85,9113.5,5329.5,6151.5,5261.5,alpha,594.0
ID_000941,32.595,58.99,2740.5,1517.5,4159.5,2707.0,alpha,597.5
ID_000942,30.525,72.305,2622.0,3591.5,1392.0,2232.0,alpha,585.0833333333334
ID_000943,31.69,57.345,2861.5,1673.5,4504.5,3428.0,alpha,651.0
ID_000944,32.77,59.27,3388.0,2143.5,6227.0,3313.5,alpha,615.0
ID_000945,29.53,69.35,2443.5,3587.5,1634.5,2097.0,alpha,585.0
ID_000946,32.6,59.725,2730.5,1510.0,4159.0,2698.0,alpha,599.0
ID_000947,32.3,60.39,3227.5,1469.5,2721.0,1602.5,alpha,644.5
ID_000948,32.39333333333334,60.153333333333336,3177.6666666666665,1223.0,2555.6666666666665,1715.3333333333333,alpha,605.5
ID_000949,32.879999999999995,58.425,3370.5,2112.5,5399.5,3286.0,alpha,612.0
ID_000950,27.75,75.75,4974.0,2543.5,6138.5,2593.0,alpha,604.5
ID_000951,32.495000000000005,59.9,3470.0,1372.5,2673.5,1608.5,alpha,634.0
ID_000952,32.155,61.395,3255.5,1534.5,2908.5,1455.0,alpha,608.5
ID_000953,31.72,61.8,3017.0,1110.0,5290.0,1207.0,alpha,621.0
ID_000954,31.46,66.42,3941.0,4738.0,1717.0,3478.0,alpha,644.1666666666666
ID_000955,31.82,67.185,5703.5,3715.0,5380.0,3152.0,alpha,611.5
ID_000956,31.66,57.545,2857.5,1684.0,4491.5,3493.5,alpha,671.0
ID_000957,31.5,63.115,5482.5,1276.0,6906.0,1311.5,alpha,610.0
ID_000958,32.36,60.05,3075.0,1241.0,2558.0,1733.0,alpha,612.0
ID_000959,31.815,66.975,4717.5,2925.5,4745.0,2911.0,alpha,619.0
ID_000960,32.215,61.12,3348.5,1564.0,2815.5,1507.5,alpha,609.0
ID_000961,32.99,56.98,2678.0,1498.0,4123.0,2689.0,alpha,595.5
ID_000962,31.745,67.175,3850.5,2838.0,4175.0,3003.5,alpha,642.0
ID_000963,32.94,58.265,3240.5,2038.0,5948.5,3286.5,alpha,607.5
ID_000964,32.145,61.885000000000005,3302.0,1457.0,2990.5,1455.5,alpha,611.0
ID_000965,32.405,60.215,3275.5,1507.5,2745.0,1525.0,alpha,636.5
ID_000966,30.805,68.485,2427.0,3453.0,1687.0,2057.5,alpha,585.5
ID_000967,32.18,61.65,3275.0,1427.0,2969.0,1449.0,alpha,607.0
ID_000968,27.91,75.37,5018.0,2562.0,6083.0,2567.0,alpha,605.0
ID_000969,30.485,68.08,2422.0,3479.0,1682.0,2068.5,alpha,584.0833333333334
ID_000970,31.965,62.615,3332.0,1455.0,3060.5,1432.5,alpha,608.5
ID_000971,31.825,67.06,5706.0,3784.0,5298.0,3108.0,alpha,609.0
ID_000972,32.33,59.91,3486.5,1361.0,2629.0,1674.5,alpha,628.5
ID_000973,32.59,59.2,2707.0,1506.0,4151.0,2696.0,alpha,598.5
ID_000974,29.045,76.44,2519.0,3457.0,1434.0,2136.5,alpha,585.0833333333334
ID_000975,33.41,54.94,2653.0,1498.0,4110.5,2685.0,alpha,604.0
ID_000976,32.585,59.43,2745.0,1523.0,4167.0,2714.0,alpha,597.5
ID_000977,30.825,69.97999999999999,2432.5,3453.5,1679.5,2089.0,alpha,584.3333333333334
ID_000978,33.785,52.285,3273.0,1663.0,4243.5,2682.0,alpha,600.0
ID_000979,33.43,53.86,3590.0,1505.0,3705.0,2701.0,alpha,598.0
ID_000980,32.1,62.42,3342.0,1474.5,3039.5,1442.5,alpha,609.5
ID_000981,32.305,60.43,3383.0,1336.5,2690.0,1613.0,alpha,625.5
ID_000982,32.38,59.635000000000005,3287.0,1440.0,2577.0,1705.0,alpha,621.0
ID_000983,31.785,58.97,2850.0,1615.5,4393.0,2686.5,alpha,626.0
ID_000984,28.51,74.98,4913.0,2508.0,6225.0,2595.0,alpha,603.0
ID_000985,32.195,61.1,3230.5,1591.5,2862.0,1465.5,alpha,607.0
ID_000986,32.92,57.82,3282.5,2059.5,5319.5,3274.0,alpha,602.0
ID_000987,31.675,58.32,2874.5,1737.5,4591.5,3356.5,alpha,637.0
ID_000988,30.05,69.935,2456.5,3473.0,1641.0,2100.0,alpha,584.8333333333334
ID_000989,31.77,62.395,4631.0,1233.0,7004.5,1265.0,alpha,615.5
ID_000990,33.795,53.17,3614.5,1634.0,4233.0,2684.5,alpha,600.0
ID_000991,27.96,76.475,4919.0,2554.0,6035.5,2608.0,alpha,608.0
ID_000992,31.755000000000003,68.155,3798.0,2802.0,6124.0,3053.5,alpha,604.5
ID_000993,32.980000000000004,59.23,3395.5,2136.5,6318.5,3281.0,alpha,626.5
ID_000994,30.775,68.64,3653.0,5376.0,1812.5,3208.5,alpha,588.4166666666666
ID_000995,31.605,67.645,3917.5,2824.5,4280.5,2906.0,alpha,613.5
ID_000996,31.91,66.41499999999999,4188.5,2779.0,4557.5,2974.0,alpha,611.5
ID_000997,32.285,60.625,3418.5,1387.5,2754.5,1522.0,alpha,612.0
ID_000998,33.33,55.09,2961.0,1270.0,4853.0,2350.0,alpha,604.5
ID_000999,31.84,63.92,3788.5,1483.5,3122.5,1458.0,alpha,603.5
ID_001000,33.005,59.115,3391.5,2129.5,6148.0,3264.5,alpha,622.5
ID_001001,32.53,59.16,3142.5,1461.0,4614.5,2545.0,alpha,620.5
ID_001002,31.785,58.870000000000005,2847.5,1621.5,4390.0,2684.0,alpha,622.5
ID_001003,32.955,57.825,2686.0,1499.5,4132.0,2676.5,alpha,596.5
ID_001004,32.57,59.3,2736.0,1515.0,4165.0,2711.0,alpha,598.0
ID_001005,31.75,57.665,2889.0,1726.5,4624.5,3271.5,alpha,636.5
ID_001006,31.9,63.68,3746.5,1523.0,3158.5,1461.5,alpha,602.5
ID_001007,32.645,60.53,3304.5,1212.0,2252.5,1745.0,alpha,616.0
ID_001008,32.45,60.545,2704.0,1495.0,4129.5,2651.0,alpha,600.5
ID_001009,31.67,58.63,2864.0,1648.0,4461.0,3527.0,alpha,650.0
ID_001010,31.825,67.32,4517.5,2870.5,4698.0,2892.0,alpha,608.0
ID_001011,31.87,66.33,5250.5,3073.0,4924.0,2930.0,alpha,603.0
ID_001012,32.64,60.2,3219.0,1229.0,2428.0,1759.0,alpha,610.0
ID_001013,31.51,68.03,3883.5,2838.5,4242.0,2902.5,alpha,623.5
ID_001014,33.11,58.94499999999999,3365.0,2119.5,6023.0,3250.5,alpha,622.5
ID_001015,32.980000000000004,58.27,3249.0,2023.5,7360.5,3315.0,alpha,606.5
ID_001016,32.425,60.48,3345.5,1506.5,2749.0,1532.5,alpha,637.0
ID_001017,32.735,58.565,3160.5,1959.0,4427.5,2639.0,alpha,632.0
ID_001018,32.025000000000006,66.055,5370.5,3227.0,5009.5,2930.0,alpha,610.5
ID_001019,32.47,60.455,3282.5,1214.5,2550.5,1736.5,alpha,603.5
ID_001020,28.17,75.92,4990.0,2516.0,6105.0,2612.0,alpha,606.0
ID_001021,33.21,57.21,3518.5,2220.5,5191.5,3375.5,alpha,598.5
ID_001022,28.45,74.01,4843.0,2624.0,5960.0,2623.0,alpha,603.5
ID_001023,31.86,66.68,5147.0,3026.0,4897.5,2918.5,alpha,603.0
ID_001024,31.68,61.995000000000005,3047.0,1107.0,5299.5,1208.5,alpha,625.5
ID_001025,32.555,61.105,3294.5,1212.0,2273.0,1756.0,alpha,601.5
ID_001026,32.18,61.04,3186.0,1535.0,2816.0,1477.0,alpha,611.0
ID_001027,33.235,55.63,3075.0,1304.5,4964.0,2434.5,alpha,600.0
ID_001028,31.84,66.935,4707.5,2930.5,4766.5,2913.0,alpha,618.5
ID_001029,31.74,58.12,2913.0,1726.0,4675.0,3269.0,alpha,638.0
ID_001030,32.78,58.045,2693.5,1499.0,4140.0,2666.0,alpha,597.0
ID_001031,30.21,66.58,8473.0,5080.0,6122.0,5132.0,alpha,621.1666666666666
ID_001032,27.8,76.28,4954.0,2542.0,6198.0,2577.0,alpha,606.0
ID_001033,31.686666666666667,59.49333333333334,3390.6666666666665,1816.6666666666667,5066.333333333333,2699.0,alpha,630.0
ID_001034,33.6,53.57,3538.5,1517.5,3829.0,2689.5,alpha,599.0
ID_001035,33.425,54.900000000000006,2646.0,1498.5,4115.0,2687.0,alpha,602.0
ID_001036,32.7,58.78,3114.5,1860.0,4443.0,2638.0,alpha,637.5
ID_001037,31.505000000000003,67.08,4046.0,5673.0,1855.5,3210.0,alpha,588.0833333333334
ID_001038,31.64,67.55000000000001,3924.5,2804.5,4321.5,2890.5,alpha,611.5
ID_001039,31.815,57.91,2906.0,1721.0,4656.0,3184.5,alpha,639.0
ID_001040,32.39,59.68,3620.5,1387.5,2642.0,1664.5,alpha,639.0
ID_001041,31.6,58.385000000000005,2838.5,1595.5,4306.5,2711.5,alpha,637.5
ID_001042,31.455,66.91499999999999,3656.0,5104.0,1822.0,3058.0,alpha,588.3333333333334
ID_001043,31.35,66.535,2421.5,3488.5,1693.0,2057.0,alpha,586.25
ID_001044,30.11,70.58,3625.0,4311.0,1645.0,3397.0,alpha,634.1666666666666
ID_001045,31.67,57.965,2904.0,1729.0,4703.5,3105.0,alpha,636.0
ID_001046,32.53,59.09,3154.5,1462.5,4606.0,2531.0,alpha,619.0
ID_001047,32.205,61.13,3402.5,1528.5,2813.0,1501.0,alpha,610.5
ID_001048,32.75,58.55,3145.0,1830.0,4449.0,2639.0,alpha,634.0
ID_001049,33.815,53.815,3243.5,1663.0,4240.0,2681.5,alpha,597.5
ID_001050,31.715,67.3,3937.0,2803.5,4344.0,2896.0,alpha,611.5
ID_001051,33.305,56.025000000000006,2659.0,1501.5,4120.5,2686.5,alpha,607.5
ID_001052,31.875,66.37,5339.5,3119.5,4921.5,2930.5,alpha,599.0
ID_001053,31.605,67.61500000000001,3921.5,2810.0,4308.0,2891.5,alpha,613.0
ID_001054,33.245000000000005,57.335,3896.5,2211.5,5365.0,2226.0,alpha,597.0
ID_001055,31.775,58.785,3092.0,1716.5,4868.5,2478.0,alpha,636.5
ID_001056,32.16,61.75,3271.0,1430.0,2962.0,1456.0,alpha,610.0
ID_001057,31.855,66.96000000000001,4248.0,2765.0,4584.5,2925.0,alpha,609.0
ID_001058,32.975,57.465,3359.0,2110.0,5272.0,3307.5,alpha,596.5
